(145.5, 13.5, 238.3)

(141.4, 13.4, 227.8)

(136.4, 13.6, 217.6)

(137.1, 14.1, 206.2)

(136.5, 18.3, 202.0)

(144.5, 13.5, 235.7)

(140.3, 13.0, 224.7)

(136.7, 13.2, 215.8)

(136.5, 14.3, 205.2)

(138.3, 14.6, 203.3)

(139.8, 14.6, 204.1)

(136.7, 15.2, 203.6)

(137.1, 17.9, 200.9)

(134.3, 13.5, 190.1)

(144.4, 13.5, 236.4)

(141.5, 13.2, 225.1)

(136.4, 13.1, 217.1)

(137.0, 14.0, 214.0)

(136.7, 15.0, 205.2)

(138.7, 14.6, 203.1)

(134.7, 14.6, 203.8)

(139.6, 14.6, 203.8)

(139.4, 14.6, 203.8)

(135.8, 14.7, 204.2)

(137.8, 17.1, 202.1)

(134.8, 13.5, 191.2)

(149.1, 13.5, 237.8)

(151.5, 14.1, 245.7)

(150.9, 15.4, 256.3)

(151.2, 13.5, 249.5)

(150.6, 13.5, 246.9)

(145.0, 13.5, 236.9)

(140.2, 13.3, 226.2)

(136.8, 12.9, 217.1)

(137.8, 13.2, 211.3)

(136.9, 16.2, 203.1)

(135.7, 13.5, 196.0)

(144.4, 13.5, 235.4)

(139.4, 13.0, 224.9)

(137.0, 13.6, 215.3)

(137.6, 14.1, 205.0)

(139.6, 14.6, 203.9)

(139.4, 14.6, 203.2)

(136.6, 14.6, 203.2)

(136.6, 14.6, 203.3)

(138.2, 16.7, 200.9)

(136.8, 13.5, 192.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(146.2, 13.5, 241.0)

(148.1, 13.5, 238.5)

(143.2, 13.5, 230.9)

(139.4, 13.0, 223.1)

(136.6, 13.2, 215.8)

(137.4, 14.3, 205.0)

(139.0, 14.6, 203.6)

(138.1, 14.6, 203.5)

(137.7, 14.6, 203.7)

(139.6, 14.6, 203.2)

(141.1, 14.4, 203.4)

(141.4, 14.0, 202.2)

(138.9, 13.5, 196.0)

(132.7, 13.5, 190.4)

(133.3, 13.5, 191.7)

(132.4, 13.5, 188.9)

(133.9, 13.5, 184.6)

(132.0, 14.5, 179.2)

(133.7, 13.5, 168.2)

(133.8, 14.0, 156.6)

(133.8, 14.5, 145.0)

(134.0, 14.4, 144.4)

(134.0, 14.4, 144.3)

(135.1, 14.3, 136.3)

(135.3, 14.5, 125.2)

(134.4, 14.5, 124.9)

(133.4, 14.4, 125.2)

(133.4, 14.4, 125.2)

(133.4, 14.4, 125.2)

(133.4, 14.4, 125.2)

(133.4, 14.4, 125.2)

(131.8, 14.4, 123.5)

(131.9, 14.4, 123.3)

(131.9, 14.4, 123.3)

(131.5, 14.4, 123.8)

(133.2, 14.4, 113.8)

(127.6, 14.4, 103.6)

(137.0, 14.5, 104.5)

(145.4, 14.5, 102.6)

(150.0, 14.5, 104.7)

(149.5, 14.5, 103.5)

(143.0, 14.5, 104.2)

