SESSION 9724511

(153.2, 41.6, 266.8)

(153.2, 41.6, 266.8)

(153.2, 41.6, 266.8)

(153.2, 41.6, 266.8)

(153.2, 41.6, 266.8)

(153.2, 41.6, 266.8)

(153.2, 41.6, 266.8)

(153.2, 41.6, 266.8)

(153.2, 41.6, 266.8)

(153.5, 41.6, 266.7)

(153.9, 41.6, 266.6)

(154.2, 41.6, 266.5)

(154.6, 41.6, 266.3)

(154.8, 41.6, 266.0)

(154.9, 41.6, 265.6)

(155.0, 41.6, 265.2)

(155.1, 41.6, 264.9)

(155.3, 41.6, 264.5)

(155.6, 41.6, 264.2)

(155.8, 41.6, 263.9)

(156.1, 41.6, 263.6)

(156.3, 41.6, 263.3)

(156.5, 41.6, 262.9)

(156.7, 41.6, 262.6)

(156.8, 41.6, 262.2)

(157.0, 41.6, 261.8)

(157.0, 41.6, 261.4)

(157.1, 41.6, 261.0)

(157.2, 41.6, 260.7)

(157.1, 41.6, 260.4)

(157.0, 41.6, 260.1)

(156.7, 41.6, 259.8)

(156.4, 41.6, 259.5)

(156.1, 41.6, 259.3)

(155.9, 41.6, 259.0)

(155.8, 41.6, 258.7)

(155.8, 41.6, 258.4)

(155.8, 41.6, 257.9)

(155.8, 41.6, 257.6)

(155.8, 41.6, 257.1)

(155.9, 41.6, 256.7)

(156.1, 41.9, 256.4)

(156.2, 42.2, 256.1)

(156.4, 42.6, 255.7)

(156.5, 42.7, 255.3)

(156.6, 42.8, 255.0)

(156.8, 42.8, 254.6)

(156.7, 42.6, 254.2)

(156.6, 42.3, 253.8)

(156.4, 41.9, 253.6)

(156.2, 41.6, 253.4)

(156.2, 41.6, 253.2)

(156.5, 41.8, 252.9)

(156.6, 42.2, 252.5)

(156.7, 42.5, 252.1)

(156.8, 42.7, 251.8)

(156.8, 42.8, 251.4)

(156.9, 42.8, 251.0)

(156.9, 42.6, 250.6)

(156.9, 42.4, 250.3)

(157.0, 42.0, 249.8)

(157.2, 41.6, 249.6)

(157.3, 41.6, 249.5)

(157.6, 41.6, 249.3)

(157.8, 41.6, 249.0)

(158.0, 41.6, 248.7)

(158.3, 41.6, 248.4)

(158.4, 41.6, 248.1)

(158.6, 41.6, 247.8)

(158.8, 41.6, 247.5)

(158.8, 41.6, 247.1)

(158.9, 41.6, 246.7)

(158.9, 41.6, 246.4)

(159.0, 41.6, 246.1)

(159.1, 41.6, 245.8)

(159.3, 41.6, 245.4)

(159.4, 41.6, 245.0)

(159.5, 41.6, 244.7)

(159.6, 41.6, 244.4)

(159.7, 41.6, 244.0)

(159.8, 41.6, 243.7)

(159.8, 41.6, 243.6)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

(159.9, 41.6, 243.5)

